step,action,platform_id,task_id,task_geometry,task_stage,risk,score,path_length,energy_cost,reward,completed_count,late_count,risk_exposure_sum,total_path_length,total_energy,accepted_actions,conflicts,review_queue_length,valid_action_count
1,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4,A010;A010;A010;A010,point;point;point;point,screening;screening;screening;screening,12,203.51361344537816,36,0.3333333333333333,-12.090416666666666,0,0,390.0,0,0.020833333333333332,"[{""platform_id"": ""UAV-3"", ""task_id"": ""A010"", ""stage"": ""screening"", ""score"": 41.9203164556962}]","[{""task_id"": ""A010"", ""stage"": ""screening"", ""loser"": ""UAV-1"", ""winner"": ""UAV-3""}, {""task_id"": ""A010"", ""stage"": ""screening"", ""loser"": ""UAV-2"", ""winner"": ""UAV-3""}, {""task_id"": ""A010"", ""stage"": ""screening"", ""loser"": ""UAV-4"", ""winner"": ""UAV-3""}]",0,44
2,"[1, 1, 1, 1, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4,A011;A011;A011;A011,point;point;point;point,screening;screening;screening;screening,12,203.23389830508472,40,0.35185185185185186,-12.101412037037036,0,0,780.0,9,0.0636574074074074,"[{""platform_id"": ""UAV-1"", ""task_id"": ""A011"", ""stage"": ""screening"", ""score"": 41.90886524822695}]","[{""task_id"": ""A011"", ""stage"": ""screening"", ""loser"": ""UAV-2"", ""winner"": ""UAV-1""}, {""task_id"": ""A011"", ""stage"": ""screening"", ""loser"": ""UAV-4"", ""winner"": ""UAV-1""}]",0,32
3,"[1, 1, 0, 1, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4,A009;A009;A009;A009,point;point;point;point,screening;screening;screening;screening,12,203.4440064911648,37,0.3379629629629629,-12.11298611111111,0,0,1170.0,19,0.12962962962962962,"[{""platform_id"": ""UAV-4"", ""task_id"": ""A009"", ""stage"": ""screening"", ""score"": 41.8973076923077}]","[{""task_id"": ""A009"", ""stage"": ""screening"", ""loser"": ""UAV-2"", ""winner"": ""UAV-4""}]",0,20
4,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4,A020;E012;A018;E012,point;point;point;point,screening;screening;screening;screening,12,202.76187662578965,47,0.35648148148148145,-3.126875,0,0,1560.0,30,0.22337962962962962,"[{""platform_id"": ""UAV-2"", ""task_id"": ""E012"", ""stage"": ""screening"", ""score"": 41.91263157894737}]",[],1,25
5,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,A020;A014;A018;A018;A010;A010;A010;A010,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,406.1831958224601,88,0.5532407407407408,-2.130268308080808,0,0,1950.0,42,0.3239162457912458,"[{""platform_id"": ""UAV-3"", ""task_id"": ""A018"", ""stage"": ""screening"", ""score"": 41.885862068965515}, {""platform_id"": ""USV-1"", ""task_id"": ""A010"", ""stage"": ""review"", ""score"": 42.02073532611401}]","[{""task_id"": ""A010"", ""stage"": ""review"", ""loser"": ""USV-2"", ""winner"": ""USV-1""}, {""task_id"": ""A010"", ""stage"": ""review"", ""loser"": ""USV-3"", ""winner"": ""USV-1""}, {""task_id"": ""A010"", ""stage"": ""review"", ""loser"": ""USV-4"", ""winner"": ""USV-1""}]",1,24
6,"[0, 1, 0, 0, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,A020;A014;A020;B049;A011;A011;A011;A011,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,406.1814915134291,104,0.6342592592592593,6.867513327721664,0,0,2340.0,54,0.4288895903479237,"[{""platform_id"": ""UAV-1"", ""task_id"": ""A020"", ""stage"": ""screening"", ""score"": 41.89764069264069}, {""platform_id"": ""USV-4"", ""task_id"": ""A011"", ""stage"": ""review"", ""score"": 41.96325287861114}]","[{""task_id"": ""A011"", ""stage"": ""review"", ""loser"": ""USV-2"", ""winner"": ""USV-4""}, {""task_id"": ""A011"", ""stage"": ""review"", ""loser"": ""USV-3"", ""winner"": ""USV-4""}]",2,38
7,"[0, 1, 0, 0, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,A014;A014;B049;B049;A009;A009;A009;A009,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,405.5978558055618,102,0.6319444444444444,-10.132458055062223,0,0,2730.0,65,0.5338057004723671,"[{""platform_id"": ""UAV-2"", ""task_id"": ""A014"", ""stage"": ""screening"", ""score"": 41.699765051395005}, {""platform_id"": ""UAV-4"", ""task_id"": ""B049"", ""stage"": ""screening"", ""score"": 41.874534206695785}, {""platform_id"": ""USV-2"", ""task_id"": ""A009"", ""stage"": ""review"", ""score"": 41.90495402650061}]","[{""task_id"": ""A009"", ""stage"": ""review"", ""loser"": ""USV-3"", ""winner"": ""USV-2""}]",1,9
8,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B055;E011;B053;A017;E012;E012;E012;E012,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,405.70835496001445,104,0.6203703703703703,-3.1341941661733337,0,0,3120.0,65,0.6421940328190326,"[{""platform_id"": ""USV-3"", ""task_id"": ""E012"", ""stage"": ""review"", ""score"": 42.34672986459514}]",[],1,21
9,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B055;E011;B053;A017;A018;A018;A018;A018,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,402.4932719035952,140,0.7245370370370372,-3.1336154624696295,0,0,3510.0,78,0.7494249577582908,"[{""platform_id"": ""UAV-3"", ""task_id"": ""B053"", ""stage"": ""screening"", ""score"": 41.93298245614035}]",[],2,21
10,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B055;E011;A017;A017;A018;A018;A018;A018,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,403.99402573178673,130,0.6643518518518519,-12.135158672346172,0,0,3900.0,91,0.8597423024506353,"[{""platform_id"": ""UAV-1"", ""task_id"": ""B055"", ""stage"": ""screening"", ""score"": 41.967982456140355}]",[],2,8
11,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B180;E011;A017;A017;A018;A018;A018;A018,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,404.65490747716984,132,0.6736111111111112,-4.135158672346172,0,0,4290.0,119,0.9700596471429799,[],[],3,21
12,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B180;A015;A017;A017;A018;A018;A018;A018,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,407.19534439064506,107,0.5717592592592593,5.866384537530372,0,0,4680.0,132,1.0772905720822383,"[{""platform_id"": ""UAV-4"", ""task_id"": ""A017"", ""stage"": ""screening"", ""score"": 41.979882005899704}]",[],5,34
13,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B180;A015;B192;B188;A018;A018;A018;A018,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,407.4351154868629,115,0.6521990740740742,-2.134772869877036,0,0,5070.0,137,1.1868363118363117,"[{""platform_id"": ""UAV-1"", ""task_id"": ""B180"", ""stage"": ""screening"", ""score"": 41.968333333333334}, {""platform_id"": ""UAV-3"", ""task_id"": ""B192"", ""stage"": ""screening"", ""score"": 41.91011904761905}]",[],6,21
14,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B057;A015;B188;B188;A018;A018;A018;A018,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,408.4458332621474,112,0.6383101851851852,-3.1325682843391185,0,0,5460.0,161,1.2919728805145472,"[{""platform_id"": ""UAV-2"", ""task_id"": ""A015"", ""stage"": ""screening"", ""score"": 41.98011904761905}]",[],7,21
15,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B057;E011;B193;B188;A018;A018;A018;A018,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,409.88598001497326,103,0.5949074074074074,82.36473109837694,1,0,5805.0,161,1.402510683760684,"[{""platform_id"": ""UAV-4"", ""task_id"": ""B188"", ""stage"": ""screening"", ""score"": 41.782272727272726}]",[],8,30
16,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B057;E011;B193;B190;A018;A018;A018;A018,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,410.6868518164393,103,0.5949074074074074,6.867738603988606,1,0,6192.0,173,1.5070334757834762,"[{""platform_id"": ""UAV-1"", ""task_id"": ""B057"", ""stage"": ""screening"", ""score"": 42.01536036036036}, {""platform_id"": ""USV-1"", ""task_id"": ""A018"", ""stage"": ""review"", ""score"": 45.349071219380725}]",[],9,34
17,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B181;E011;B193;B190;A020;A020;A020;A020,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,411.04179275698175,94,0.5706018518518519,74.3665811965812,2,0,6528.0,186,1.6138710826210831,"[{""platform_id"": ""UAV-2"", ""task_id"": ""E011"", ""stage"": ""screening"", ""score"": 41.91940594059406}, {""platform_id"": ""UAV-3"", ""task_id"": ""B193"", ""stage"": ""screening"", ""score"": 42.015482654600305}]",[],9,18
18,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B181;A016;B194;B190;A020;A020;A020;A020,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,410.78361846362725,109,0.6331018518518519,-3.133403964862298,2,0,6912.0,219,1.7206790123456797,"[{""platform_id"": ""USV-4"", ""task_id"": ""A020"", ""stage"": ""review"", ""score"": 45.90766982493434}]",[],9,21
19,"[0, 0, 0, 0, 1, 1, 2, 1]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B181;B139;B194;B187;B055;B055;B055;B055,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,410.95200960801424,104,0.6047453703703703,91.36582443019944,3,0,7239.0,221,1.8290301519468195,"[{""platform_id"": ""UAV-1"", ""task_id"": ""B181"", ""stage"": ""screening"", ""score"": 42.00406392694064}]",[],11,46
20,"[0, 0, 0, 0, 1, 1, 2, 1]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B182;B139;B194;B187;B055;B055;B055;B055,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,411.8927779360807,102,0.595486111111111,84.36629184472935,4,0,7560.0,222,1.9364464624881306,"[{""platform_id"": ""UAV-2"", ""task_id"": ""B139"", ""stage"": ""screening"", ""score"": 41.89931643625192}, {""platform_id"": ""UAV-3"", ""task_id"": ""B194"", ""stage"": ""screening"", ""score"": 42.01585626911315}, {""platform_id"": ""USV-2"", ""task_id"": ""B055"", ""stage"": ""review"", ""score"": 45.00224453873702}]",[],11,33
21,"[0, 0, 0, 0, 1, 1, 1, 1]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B182;A016;B191;B187;B053;B053;A014;A014,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,411.1400679387019,94,0.558449074074074,-2.130964671045689,4,0,7938.0,234,2.03837580457951,"[{""platform_id"": ""UAV-4"", ""task_id"": ""B187"", ""stage"": ""screening"", ""score"": 42.01598310291859}, {""platform_id"": ""USV-3"", ""task_id"": ""A014"", ""stage"": ""review"", ""score"": 44.42150601212573}]",[],11,21
22,"[0, 0, 0, 0, 1, 1, 3, 1]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B182;B135;B191;B186;B053;B053;A015;B053,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,412.04461136285744,95,0.5613425925925926,-3.134051090798776,4,0,8316.0,234,2.1464779861770618,"[{""platform_id"": ""UAV-1"", ""task_id"": ""B182"", ""stage"": ""screening"", ""score"": 42.02764976958525}]",[],12,21
23,"[0, 0, 0, 0, 1, 1, 3, 1]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B183;B135;B191;B186;B053;B053;A015;B053,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,412.77545708479136,96,0.5659722222222222,14.86363409438641,4,0,8694.0,238,2.2592097974042433,"[{""platform_id"": ""UAV-3"", ""task_id"": ""B191"", ""stage"": ""screening"", ""score"": 41.98124031007752}]",[],15,47
24,"[0, 0, 0, 0, 1, 1, 3, 1]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B183;B135;B190;B186;B053;B053;A015;B053,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,413.78627353151717,93,0.5520833333333333,-10.13000016487285,4,0,9072.0,242,2.3592101271499435,"[{""platform_id"": ""UAV-1"", ""task_id"": ""B183"", ""stage"": ""screening"", ""score"": 42.016370716510906}, {""platform_id"": ""UAV-2"", ""task_id"": ""B135"", ""stage"": ""screening"", ""score"": 42.004704049844236}, {""platform_id"": ""UAV-4"", ""task_id"": ""B186"", ""stage"": ""screening"", ""score"": 42.016370716510906}]",[],15,8
25,"[0, 0, 0, 0, 1, 1, 3, 1]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B184;A013;B190;B184;B053;B053;A015;B053,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,414.5170598462647,94,0.5428240740740741,-4.13000016487285,4,0,9450.0,254,2.4592104568956437,[],[],16,21
26,"[0, 0, 0, 0, 1, 1, 3, 1]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B184;B152;B213;B184;B053;B053;A015;B053,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,22,387.86661611652585,86,0.48321759259259256,14.870771440065422,4,0,9828.0,258,2.5576675767648007,"[{""platform_id"": ""UAV-3"", ""task_id"": ""B213"", ""stage"": ""screening"", ""score"": 27.966578366445916}]",[],19,47
27,"[0, 0, 0, 0, 1, 1, 3, 1]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B051;B105;B051;B184;B053;B053;A015;B053,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,21,371.022440137734,138,0.6961805555555556,-6.133279485860505,4,0,10206.0,270,2.66422654848581,"[{""platform_id"": ""UAV-1"", ""task_id"": ""B051"", ""stage"": ""screening"", ""score"": 27.861666666666665}, {""platform_id"": ""UAV-2"", ""task_id"": ""B105"", ""stage"": ""screening"", ""score"": 27.593422818791943}, {""platform_id"": ""UAV-4"", ""task_id"": ""B184"", ""stage"": ""screening"", ""score"": 42.01676935229068}]",[],20,13
28,"[0, 0, 0, 0, 1, 1, 3, 1]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B143;B107;B116;B185;B053;B053;A015;B053,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,21,370.5620306973209,156,0.7934027777777779,73.36605913847812,5,0,10500.0,270,2.77210827152957,"[{""platform_id"": ""UAV-3"", ""task_id"": ""B116"", ""stage"": ""screening"", ""score"": 27.65178624813154}]",[],20,21
29,"[0, 0, 0, 0, 1, 1, 3, 1]",UAV-1;UAV-4;USV-1;USV-2;USV-3;USV-4,B111;B050;B053;B053;A015;B053,point;point;point;point;point;point,screening;screening;review;review;review;review,16,285.3587819636653,113,0.5109953703703703,-3.1338882520942715,5,0,10875.0,283,2.8798847757181116,"[{""platform_id"": ""USV-1"", ""task_id"": ""B053"", ""stage"": ""review"", ""score"": 50.0852576833137}]",[],20,18
30,"[0, 0, 0, 0, 1, 1, 2, 1]",UAV-1;UAV-4;USV-1;USV-2;USV-3;USV-4,B050;B136;A017;A017;A015;B180,point;point;point;point;point;point,screening;screening;review;review;review;review,16,286.9982770828688,85,0.38831018518518523,77.36271668617734,6,0,11160.0,283,2.9944514033634433,"[{""platform_id"": ""UAV-4"", ""task_id"": ""B136"", ""stage"": ""screening"", ""score"": 27.745119581464873}]",[],21,26
31,"[0, 0, 0, 0, 1, 1, 2, 1]",UAV-1;USV-1;USV-2;USV-3;USV-4,B111;A017;A017;A015;B180,point;point;point;point;point,screening;review;review;review;review,14,250.50448863956865,82,0.3466435185185185,-11.138826894663122,6,0,11532.0,283,3.1121051926896866,"[{""platform_id"": ""UAV-1"", ""task_id"": ""B111"", ""stage"": ""screening"", ""score"": 27.768483146067414}, {""platform_id"": ""USV-4"", ""task_id"": ""B180"", ""stage"": ""review"", ""score"": 49.52747968976244}]",[],20,8
32,"[0, 0, 0, 0, 1, 1, 2, 4]",USV-1;USV-2;USV-3;USV-4,A017;A017;A015;B057,point;point;point;point,review;review;review;review,12,214.8169639808191,61,0.22164351851851852,-13.138826894663122,6,0,11904.0,319,3.22975898201593,[],[],20,8
33,"[0, 0, 0, 0, 1, 1, 2, 4]",UAV-2;USV-1;USV-2;USV-3;USV-4,B107;A017;A017;A015;B057,point;point;point;point;point,screening;review;review;review;review,14,253.052102264917,62,0.25405092592592593,22.86117310533688,7,0,12210.0,373,3.347412771342173,[],[],20,10
34,"[0, 0, 0, 0, 1, 1, 2, 4]",UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B107;B107;B107;A017;A017;A015;B057,point;point;point;point;point;point;point,screening;screening;screening;review;review;review;review,18,328.0217673494419,74,0.3651620370370371,27.86696014237392,8,0,12512.0,413,3.4534924865943424,"[{""platform_id"": ""UAV-2"", ""task_id"": ""B107"", ""stage"": ""screening"", ""score"": 28.00181647940075}]",[],21,10
